Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,MOE,TotalPopulation,LocationID,CategoryID,MeasureID,DataValueTypeID,Short_Question_Text,Geolocation
2017-2021,VA,Virginia,Portsmouth city,51740,51740210300,5-year ACS,SDOH,Crowding among housing units,%,Percentage,0,1.9,2147,51740210300,SDOH,CROWD,Percent,Crowding,POINT (-76.3484002 36.8456388)
2017-2021,VA,Virginia,Portsmouth city,51740,51740212900,5-year ACS,SDOH,No high school diploma among adults aged 25 years or older,%,Percentage,7.8,5.2,5069,51740212900,SDOH,NOHSDP,Percent,No high school diploma,POINT (-76.3740821 36.8260773)
2017-2021,VA,Virginia,Portsmouth city,51740,51740213103,5-year ACS,SDOH,Persons aged 65 years or older,%,Percentage,10.9,2.8,6707,51740213103,SDOH,AGE65,Percent,Aged 65 years or older,POINT (-76.3861868 36.8801654)
2017-2021,VA,Virginia,Portsmouth city,51740,51740213104,5-year ACS,SDOH,Crowding among housing units,%,Percentage,0.8,1.3,4652,51740213104,SDOH,CROWD,Percent,Crowding,POINT (-76.4010834 36.8877373)
2017-2021,VA,Virginia,Portsmouth city,51740,51740212000,5-year ACS,SDOH,Persons living below 150% of the poverty level,%,Percentage,32,6.7,1527,51740212000,SDOH,POV150,Percent,Poverty,POINT (-76.3093786 36.8227178)
2017-2021,VA,Virginia,Portsmouth city,51740,51740212701,5-year ACS,SDOH,Unemployment among people 16 years and older in the labor force,%,Percentage,2.5,2.1,5898,51740212701,SDOH,UNEMP,Percent,Unemployment,POINT (-76.369929 36.7979343)
2017-2021,VA,Virginia,Portsmouth city,51740,51740211500,5-year ACS,SDOH,Persons of racial or ethnic minority status,%,Percentage,65.1,16.3,2088,51740211500,SDOH,REMNRTY,Percent,Racial or ethnic minority status,POINT (-76.343267 36.8277391)
2017-2021,VA,Virginia,Portsmouth city,51740,51740211900,5-year ACS,SDOH,Single-parent households,%,Percentage,14.8,18.7,1353,51740211900,SDOH,SNGPNT,Percent,Single-parent households,POINT (-76.317906 36.8177357)
2017-2021,VA,Virginia,Portsmouth city,51740,51740210400,5-year ACS,SDOH,No high school diploma among adults aged 25 years or older,%,Percentage,6.9,5.7,1430,51740210400,SDOH,NOHSDP,Percent,No high school diploma,POINT (-76.3564991 36.840843)
2017-2021,VA,Virginia,Portsmouth city,51740,51740210600,5-year ACS,SDOH,Single-parent households,%,Percentage,5.4,3.8,1860,51740210600,SDOH,SNGPNT,Percent,Single-parent households,POINT (-76.3236995 36.8416943)
2017-2021,VA,Virginia,Portsmouth city,51740,51740213104,5-year ACS,SDOH,Unemployment among people 16 years and older in the labor force,%,Percentage,5.8,4.7,4652,51740213104,SDOH,UNEMP,Percent,Unemployment,POINT (-76.4010834 36.8877373)
2017-2021,VA,Virginia,Portsmouth city,51740,51740212500,5-year ACS,SDOH,No broadband internet subscription among households,%,Percentage,24.5,8.2,2582,51740212500,SDOH,BROAD,Percent,No broadband,POINT (-76.3394521 36.7995549)
2017-2021,VA,Virginia,Portsmouth city,51740,51740211900,5-year ACS,SDOH,Crowding among housing units,%,Percentage,4.8,7.5,1353,51740211900,SDOH,CROWD,Percent,Crowding,POINT (-76.317906 36.8177357)
2017-2021,VA,Virginia,Portsmouth city,51740,51740211700,5-year ACS,SDOH,Housing cost burden among households,%,Percentage,33.9,11.1,3097,51740211700,SDOH,HCOST,Percent,Housing cost burden,POINT (-76.3364381 36.8173967)
2017-2021,VA,Virginia,Portsmouth city,51740,51740210300,5-year ACS,SDOH,Persons of racial or ethnic minority status,%,Percentage,40.5,13.2,2147,51740210300,SDOH,REMNRTY,Percent,Racial or ethnic minority status,POINT (-76.3484002 36.8456388)
2017-2021,VA,Virginia,Portsmouth city,51740,51740213103,5-year ACS,SDOH,No high school diploma among adults aged 25 years or older,%,Percentage,7,4.3,6707,51740213103,SDOH,NOHSDP,Percent,No high school diploma,POINT (-76.3861868 36.8801654)
2017-2021,VA,Virginia,Portsmouth city,51740,51740213103,5-year ACS,SDOH,Single-parent households,%,Percentage,12.2,9.6,6707,51740213103,SDOH,SNGPNT,Percent,Single-parent households,POINT (-76.3861868 36.8801654)
2017-2021,VA,Virginia,Portsmouth city,51740,51740211800,5-year ACS,SDOH,Persons living below 150% of the poverty level,%,Percentage,68.3,15.7,3655,51740211800,SDOH,POV150,Percent,Poverty,POINT (-76.3208531 36.8253925)
2017-2021,VA,Virginia,Portsmouth city,51740,51740212600,5-year ACS,SDOH,Crowding among housing units,%,Percentage,0,2.9,1724,51740212600,SDOH,CROWD,Percent,Crowding,POINT (-76.3460368 36.8079842)
2017-2021,VA,Virginia,Portsmouth city,51740,51740210900,5-year ACS,SDOH,Crowding among housing units,%,Percentage,0.2,0.8,3407,51740210900,SDOH,CROWD,Percent,Crowding,POINT (-76.3017578 36.8379775)
2017-2021,VA,Virginia,Portsmouth city,51740,51740980100,5-year ACS,SDOH,Single-parent households,%,Percentage,,,680,51740980100,SDOH,SNGPNT,Percent,Single-parent households,POINT (-76.2972774 36.8112929)
2017-2021,VA,Virginia,Portsmouth city,51740,51740212100,5-year ACS,SDOH,Persons of racial or ethnic minority status,%,Percentage,90.7,5,1448,51740212100,SDOH,REMNRTY,Percent,Racial or ethnic minority status,POINT (-76.3016128 36.8258099)
2017-2021,VA,Virginia,Portsmouth city,51740,51740210400,5-year ACS,SDOH,Persons aged 65 years or older,%,Percentage,20.4,6.3,1430,51740210400,SDOH,AGE65,Percent,Aged 65 years or older,POINT (-76.3564991 36.840843)
2017-2021,VA,Virginia,Portsmouth city,51740,51740213200,5-year ACS,SDOH,Housing cost burden among households,%,Percentage,49,11.5,2811,51740213200,SDOH,HCOST,Percent,Housing cost burden,POINT (-76.309994 36.8481113)
2017-2021,VA,Virginia,Portsmouth city,51740,51740212400,5-year ACS,SDOH,Housing cost burden among households,%,Percentage,50.7,13.8,3871,51740212400,SDOH,HCOST,Percent,Housing cost burden,POINT (-76.3259368 36.8046487)
2017-2021,VA,Virginia,Portsmouth city,51740,51740213200,5-year ACS,SDOH,Persons of racial or ethnic minority status,%,Percentage,68.7,8.3,2811,51740213200,SDOH,REMNRTY,Percent,Racial or ethnic minority status,POINT (-76.309994 36.8481113)
2017-2021,VA,Virginia,Portsmouth city,51740,51740211500,5-year ACS,SDOH,Persons aged 65 years or older,%,Percentage,14.1,5.4,2088,51740211500,SDOH,AGE65,Percent,Aged 65 years or older,POINT (-76.343267 36.8277391)
2017-2021,VA,Virginia,Portsmouth city,51740,51740213101,5-year ACS,SDOH,No broadband internet subscription among households,%,Percentage,9,13.8,5092,51740213101,SDOH,BROAD,Percent,No broadband,POINT (-76.4034422 36.8684282)
2017-2021,VA,Virginia,Portsmouth city,51740,51740211600,5-year ACS,SDOH,Persons of racial or ethnic minority status,%,Percentage,30.9,12.3,3918,51740211600,SDOH,REMNRTY,Percent,Racial or ethnic minority status,POINT (-76.3544639 36.826073)
2017-2021,VA,Virginia,Portsmouth city,51740,51740210200,5-year ACS,SDOH,Housing cost burden among households,%,Percentage,44.9,14.1,2276,51740210200,SDOH,HCOST,Percent,Housing cost burden,POINT (-76.3286962 36.8543454)
2017-2021,VA,Virginia,Portsmouth city,51740,51740212000,5-year ACS,SDOH,Crowding among housing units,%,Percentage,0,3,1527,51740212000,SDOH,CROWD,Percent,Crowding,POINT (-76.3093786 36.8227178)
2017-2021,VA,Virginia,Portsmouth city,51740,51740211800,5-year ACS,SDOH,No broadband internet subscription among households,%,Percentage,26.1,16.3,3655,51740211800,SDOH,BROAD,Percent,No broadband,POINT (-76.3208531 36.8253925)
2017-2021,VA,Virginia,Portsmouth city,51740,51740213002,5-year ACS,SDOH,Single-parent households,%,Percentage,7.6,5.7,4346,51740213002,SDOH,SNGPNT,Percent,Single-parent households,POINT (-76.3806399 36.8521775)
2017-2021,VA,Virginia,Portsmouth city,51740,51740211100,5-year ACS,SDOH,No broadband internet subscription among households,%,Percentage,32.2,14.6,1610,51740211100,SDOH,BROAD,Percent,No broadband,POINT (-76.3196526 36.8333734)
2017-2021,VA,Virginia,Portsmouth city,51740,51740212801,5-year ACS,SDOH,Persons aged 65 years or older,%,Percentage,11.7,4.2,4999,51740212801,SDOH,AGE65,Percent,Aged 65 years or older,POINT (-76.3737687 36.8132649)
2017-2021,VA,Virginia,Portsmouth city,51740,51740212702,5-year ACS,SDOH,Persons of racial or ethnic minority status,%,Percentage,95.9,6.3,2965,51740212702,SDOH,REMNRTY,Percent,Racial or ethnic minority status,POINT (-76.3552362 36.7939672)
2017-2021,VA,Virginia,Portsmouth city,51740,51740212600,5-year ACS,SDOH,Persons of racial or ethnic minority status,%,Percentage,72.3,13.2,1724,51740212600,SDOH,REMNRTY,Percent,Racial or ethnic minority status,POINT (-76.3460368 36.8079842)
2017-2021,VA,Virginia,Portsmouth city,51740,51740212802,5-year ACS,SDOH,Persons living below 150% of the poverty level,%,Percentage,19.8,10.9,2147,51740212802,SDOH,POV150,Percent,Poverty,POINT (-76.3914981 36.8115839)
2017-2021,VA,Virginia,Portsmouth city,51740,51740210500,5-year ACS,SDOH,Unemployment among people 16 years and older in the labor force,%,Percentage,12.7,7.1,1780,51740210500,SDOH,UNEMP,Percent,Unemployment,POINT (-76.3363089 36.8384)
2017-2021,VA,Virginia,Portsmouth city,51740,51740210500,5-year ACS,SDOH,Housing cost burden among households,%,Percentage,47.3,14,1780,51740210500,SDOH,HCOST,Percent,Housing cost burden,POINT (-76.3363089 36.8384)
2017-2021,VA,Virginia,Portsmouth city,51740,51740213001,5-year ACS,SDOH,Crowding among housing units,%,Percentage,0,1.3,5883,51740213001,SDOH,CROWD,Percent,Crowding,POINT (-76.3692495 36.8988798)
2017-2021,VA,Virginia,Portsmouth city,51740,51740212300,5-year ACS,SDOH,No broadband internet subscription among households,%,Percentage,14.2,11.5,4793,51740212300,SDOH,BROAD,Percent,No broadband,POINT (-76.3139971 36.8033515)
2017-2021,VA,Virginia,Portsmouth city,51740,51740211100,5-year ACS,SDOH,Housing cost burden among households,%,Percentage,39.2,11.1,1610,51740211100,SDOH,HCOST,Percent,Housing cost burden,POINT (-76.3196526 36.8333734)
2017-2021,VA,Virginia,Portsmouth city,51740,51740212400,5-year ACS,SDOH,Single-parent households,%,Percentage,13.2,9.9,3871,51740212400,SDOH,SNGPNT,Percent,Single-parent households,POINT (-76.3259368 36.8046487)
