Initial Hire Date,Date in Position,Fair Labor Standards Act (FLSA) ,Base Salary
9/24/2007,3/16/2024,Exempt,"109,369.24"
1/16/1990,3/16/2024,Exempt,"123,595.17"
3/25/2023,3/25/2023,Nonexempt,33.95
9/3/2002,10/29/2010,Nonexempt,"101,105.30"
3/5/2007,1/18/2011,Nonexempt,"76,138.83"
9/3/2008,1/16/2021,Nonexempt,"75,356.22"
8/17/2009,8/17/2009,Nonexempt,"76,138.83"
8/23/2006,1/16/2021,Nonexempt,"83,129.76"
9/24/2007,9/24/2007,Nonexempt,"78,042.19"
1/28/2023,7/15/2024,Nonexempt,"46,396.37"
2/11/1994,8/10/2024,Nonexempt,31.98
7/1/2024,7/1/2024,Exempt,"64,296.00"
12/2/2023,12/2/2023,Nonexempt,"55,264.33"
9/26/2011,12/3/2022,Nonexempt,"42,628.86"
2/8/1994,7/1/2006,Nonexempt,"64,429.75"
5/15/2006,5/15/2006,Nonexempt,"81,944.08"
9/26/1983,6/6/2022,Nonexempt,23.81
1/23/2017,1/23/2017,Nonexempt,"61,082.57"
6/9/2008,6/9/2008,Nonexempt,"78,042.19"
2/10/1997,1/5/2010,Nonexempt,"101,105.30"
2/13/2006,1/16/2021,Nonexempt,"93,941.96"
2/18/2014,3/28/2020,Nonexempt,"55,264.33"
6/22/2006,11/26/2018,Nonexempt,"41,503.50"
7/6/1998,2/23/2001,Nonexempt,"88,192.69"
9/30/2013,9/30/2013,Nonexempt,"70,744.49"
8/18/2003,2/21/2002,Nonexempt,"83,992.99"
10/21/2023,10/21/2023,Nonexempt,33.1
8/3/2019,8/3/2019,Nonexempt,"58,055.80"
10/5/2024,10/5/2024,Nonexempt,19.55
9/12/2011,9/12/2020,Nonexempt,"51,257.11"
9/24/2007,3/7/2020,Nonexempt,"83,129.76"
8/24/2024,8/24/2024,Nonexempt,"41,503.00"
1/27/2024,1/27/2024,Nonexempt,"41,503.50"
2/23/2003,3/1/2013,Nonexempt,"81,944.08"
10/20/2008,10/20/2008,Nonexempt,"78,042.19"
12/9/1988,5/15/1996,Nonexempt,34.44
10/5/2024,10/5/2024,Nonexempt,19.55
12/30/2023,12/30/2023,Nonexempt,"41,503.50"
4/8/2011,10/8/2022,Nonexempt,"55,264.33"
8/29/2011,8/29/2011,Nonexempt,"72,513.50"
10/28/1996,11/13/2013,Nonexempt,"93,941.96"
1/4/2021,1/4/2021,Nonexempt,"58,055.80"
6/23/2016,6/23/2016,Exempt,"71,900.47"
4/6/2024,4/6/2024,Nonexempt,"53,942.20"
3/14/1977,3/25/2023,Nonexempt,33.1
1/8/2003,1/8/2003,Nonexempt,"77,892.16"
4/8/2013,4/8/2013,Nonexempt,"83,992.99"
1/9/2012,1/9/2012,Nonexempt,"65,606.54"
8/12/1996,3/28/1997,Nonexempt,"90,681.53"
2/21/2017,1/8/2018,Nonexempt,"55,264.33"
7/10/2000,4/13/2024,Exempt,"106,702.30"
7/6/2020,7/6/2020,Nonexempt,"65,731.94"
4/8/2013,4/13/2024,Nonexempt,"99,572.54"
9/23/2013,11/2/2015,Nonexempt,"65,955.86"
1/7/2013,1/7/2013,Nonexempt,"65,606.54"
9/3/2019,9/3/2019,Nonexempt,"64,129.76"
7/10/2024,7/10/2024,Nonexempt,"46,396.00"
8/8/2011,11/2/2015,Nonexempt,"60,957.87"
8/15/1997,8/15/1997,Nonexempt,"77,892.16"
1/7/2013,1/7/2013,Nonexempt,"65,606.54"
6/9/2001,10/23/2007,Nonexempt,"88,192.69"
8/12/1996,3/28/1997,Nonexempt,"81,787.33"
7/18/2005,6/8/2008,Nonexempt,"81,944.08"
7/18/2005,7/18/2005,Nonexempt,"70,609.02"
9/15/2008,7/15/2024,Nonexempt,"86,014.17"
10/15/2018,10/15/2018,Nonexempt,"55,264.33"
1/10/2005,1/10/2005,Nonexempt,"70,609.02"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
